hourstamp,organization_id,environment_id,project_id,platform_id,country,events,acm_events,users,acm_users,new_users,acm_new_users,payers,acm_payers,revenue,acm_revenue,purchases,acm_purchases
1446519600,80,1,18,1,VC,10,49,2,2,0,0,0,0,0,0,0,0
1446519600,97,1,8,1,TR,2363,16354,131,421,0,3,0,0,0,0,0,0
1446519600,41,3,38,25,LY,40,154,2,3,0,0,0,0,0,0,0,0
1446519600,97,1,12,1,GF,0,2,0,1,0,1,0,0,0,0,0,0
1446519600,34,3,17,2,AL,596,2307,17,51,0,0,0,0,0,0,0,0
1446519600,35,11,16,2,MM,0,6,0,1,0,1,0,0,0,0,0,0
1446519600,41,3,32,25,SA,9335,39747,733,1988,23,100,1,4,199,1895,1,5
1446519600,41,3,46,32,CA,854,3323,80,211,1,19,0,0,0,0,0,0
1446519600,80,1,18,1,LY,0,14,0,2,0,0,0,0,0,0,0,0
1446519600,28,3,18,2,VN,15,15,1,1,0,0,0,0,0,0,0,0
1446519600,35,11,30,2,VE,0,5,0,2,0,0,0,0,0,0,0,0
1446519600,28,3,18,25,JE,0,316,0,1,0,1,0,0,0,0,0,0
1446519600,39,3,18,2,JM,0,17,0,1,0,0,0,0,0,0,0,0
1446519600,39,3,26,30,LK,47,307,5,16,1,1,0,0,0,0,0,0
1446519600,108,3,1,1,AR,161,1828,30,186,4,16,0,0,0,0,0,0
1446519600,43,3,38,25,NO,20,172,1,3,0,0,0,0,0,0,0,0
1446519600,41,3,29,8,SE,0,227,0,10,0,0,0,0,0,0,0,0
1446519600,41,3,32,25,CY,142,515,9,22,2,2,0,0,0,0,0,0
1446519600,80,1,38,1,ES,0,15,0,3,0,1,0,0,0,0,0,0
1446519600,80,1,15,1,AG,17,257,4,29,0,0,0,0,0,0,0,0
1446519600,108,3,1,1,BH,3,4,1,2,0,0,0,0,0,0,0,0
1446519600,35,11,30,2,RU,9,22,2,3,0,0,0,0,0,0,0,0
1446519600,41,3,32,8,AT,629,2846,45,158,0,1,0,0,0,0,0,0
1446519600,41,3,29,8,BO,0,46,0,4,0,0,0,0,0,0,0,0
1446519600,41,3,34,8,KH,6,10,2,4,0,0,0,0,0,0,0,0
1446519600,43,3,26,24,**,82435,333490,2929,7790,101,396,0,0,0,0,0,0
1446519600,41,3,38,25,UY,45,431,2,19,0,0,0,0,0,0,0,0
1446519600,97,1,10,1,US,9155,39632,500,1248,2,13,2,12,2196,6881,4,19
1446519600,80,1,61,1,WF,0,6,0,3,0,0,0,0,0,0,0,0
1446519600,117,1,6,1,VN,498,1249,21,47,0,0,0,0,0,0,0,0
1446519600,35,11,16,2,CO,19,105,5,10,0,2,0,0,0,0,0,0
1446519600,41,3,21,8,PA,2869,13449,171,477,2,11,0,2,0,5397,0,3
1446519600,43,3,54,25,MU,2,2,2,2,1,1,0,0,0,0,0,0
1446519600,41,3,21,8,LC,107,530,6,23,0,0,0,0,0,0,0,0
1446519600,97,1,14,1,PE,51,339,7,16,0,0,0,0,0,0,0,0
1446519600,41,3,39,25,HK,17,114,4,12,0,1,0,0,0,0,0,0
1446519600,48,1,2,3,DO,0,82,0,1,0,0,0,0,0,0,0,0
1446519600,41,3,21,8,FI,1653,10025,102,395,0,10,0,1,0,199,0,1
1446519600,41,3,39,8,OM,9,15,3,4,0,0,0,0,0,0,0,0
1446519600,82,3,12,1,**,0,1,0,1,0,1,0,0,0,0,0,0
1446519600,117,1,2,1,IL,149,284,6,9,1,2,0,0,0,0,0,0
